"Time (s)","Latitude (Â°)","Longitude (Â°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (Â°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.008871326E2,4.300367757E1,-7.879168589E1,1.789636768E2,1.442485414E2,2.369190323E-1,3.561704530E0,4.185975705E-1,4.726727978E0,3.388595528E0,-1.000000000E0
3.018871229E2,4.300367052E1,-7.879170304E1,1.788691088E2,1.441539817E2,1.882368514E-1,3.561697957E0,4.201447429E-1,4.725828055E0,3.389850472E0,-1.000000000E0
3.028871124E2,4.300366406E1,-7.879171990E1,1.788262520E2,1.441111324E2,1.930870711E-1,3.561691512E0,4.216434859E-1,4.725921508E0,3.389720185E0,-1.000000000E0
3.038871033E2,4.300365793E1,-7.879173631E1,1.790215044E2,1.443063917E2,2.203304853E-1,3.561685241E0,4.232908659E-1,4.726645834E0,3.388710108E0,-1.000000000E0
3.048870938E2,4.300365052E1,-7.879175386E1,1.787112364E2,1.439961327E2,1.951445858E-1,3.561678513E0,4.247314871E-1,4.727538526E0,3.387464616E0,-1.000000000E0
3.058870853E2,4.300364477E1,-7.879176973E1,1.786807742E2,1.439656768E2,1.818770677E-1,3.561672452E0,4.263251684E-1,4.726745046E0,3.388571720E0,-1.000000000E0
3.068870775E2,4.300363639E1,-7.879178563E1,1.785155000E2,1.438004138E2,1.929468533E-1,3.561666312E0,4.277852016E-1,4.726736496E0,3.388583647E0,-1.000000000E0
3.078870705E2,4.300362965E1,-7.879180104E1,1.785733399E2,1.438582619E2,2.167050827E-1,3.561660398E0,4.292190788E-1,4.726545956E0,3.388849415E0,-1.000000000E0
3.088870637E2,4.300362295E1,-7.879181611E1,1.786896809E2,1.439746112E2,2.096056017E-1,3.561654612E0,4.307003847E-1,4.726340479E0,3.389135983E0,-1.000000000E0
3.098870564E2,4.300361617E1,-7.879183179E1,1.789714651E2,1.442564038E2,2.311188698E-1,3.561648596E0,4.323387203E-1,4.725897148E0,3.389754147E0,-1.000000000E0
3.108870502E2,4.300361135E1,-7.879185083E1,1.788246396E2,1.441095822E2,2.395372972E-1,3.561641381E0,4.338407168E-1,4.725558991E0,3.390225547E0,-1.000000000E0
3.118870431E2,4.300360501E1,-7.879186713E1,1.789800700E2,1.442650199E2,2.468977245E-1,3.561635143E0,4.353701403E-1,4.726882704E0,3.388379692E0,-1.000000000E0
3.128870376E2,4.300359911E1,-7.879188413E1,1.788433133E2,1.441282696E2,2.159247778E-1,3.561628662E0,4.367716679E-1,4.725149975E0,3.390795592E0,-1.000000000E0
3.138870320E2,4.300359168E1,-7.879189805E1,1.793079421E2,1.445929083E2,2.745742255E-1,3.561623284E0,4.382473431E-1,4.725008063E0,3.390993341E0,-1.000000000E0
3.148870262E2,4.300358590E1,-7.879191438E1,1.791411264E2,1.444260989E2,1.969193669E-1,3.561617050E0,4.398779039E-1,4.723494751E0,3.393100996E0,-1.000000000E0
3.158870212E2,4.300358006E1,-7.879193277E1,1.788928599E2,1.441778384E2,2.188513664E-1,3.561610049E0,4.412009077E-1,4.723481667E0,3.393119210E0,-1.000000000E0
3.168870161E2,4.300357538E1,-7.879194773E1,1.786107469E2,1.438957300E2,1.947759492E-1,3.561604358E0,4.427977785E-1,4.723676038E0,3.392848615E0,-1.000000000E0
3.178870113E2,4.300356860E1,-7.879196504E1,1.786847637E2,1.439697547E2,1.812836288E-1,3.561597735E0,4.444077710E-1,4.723133479E0,3.393603862E0,-1.000000000E0
3.188870076E2,4.300356136E1,-7.879198219E1,1.787685672E2,1.440535669E2,2.031791436E-1,3.561591159E0,4.461030167E-1,4.723128492E0,3.393610802E0,-1.000000000E0
3.198870029E2,4.300355479E1,-7.879200100E1,1.785568688E2,1.438418757E2,2.249215969E-1,3.561583983E0,4.475678404E-1,4.726745503E0,3.388571082E0,-1.000000000E0
3.208869978E2,4.300354792E1,-7.879201637E1,1.785490294E2,1.438340448E2,1.987762390E-1,3.561578081E0,4.490813265E-1,4.724886287E0,3.391163017E0,-1.000000000E0
3.218869947E2,4.300354214E1,-7.879203322E1,1.786381909E2,1.439232125E2,2.503235254E-1,3.561571655E0,4.505734449E-1,4.724307032E0,3.391969944E0,-1.000000000E0
3.228869904E2,4.300353527E1,-7.879204898E1,1.786826183E2,1.439676483E2,2.023709086E-1,3.561565608E0,4.519760346E-1,4.723593350E0,3.392963733E0,-1.000000000E0
3.238869864E2,4.300352743E1,-7.879206250E1,1.787936207E2,1.440786615E2,1.495105430E-1,3.561560368E0,4.535723764E-1,4.723622057E0,3.392923767E0,-1.000000000E0
3.248869833E2,4.300352050E1,-7.879207969E1,1.789340828E2,1.442191318E2,1.932832638E-1,3.561553786E0,4.551674379E-1,4.723385669E0,3.393252842E0,-1.000000000E0
3.258869796E2,4.300351459E1,-7.879209756E1,1.788896168E2,1.441746720E2,2.164548725E-1,3.561546976E0,4.567478423E-1,4.723360636E0,3.393287688E0,-1.000000000E0
3.268869765E2,4.300350723E1,-7.879211419E1,1.787503309E2,1.440353952E2,1.973569912E-1,3.561540592E0,4.581867901E-1,4.723312200E0,3.393355109E0,-1.000000000E0
3.278869724E2,4.300350279E1,-7.879213081E1,1.787955380E2,1.440806061E2,2.176596658E-1,3.561534288E0,4.596342629E-1,4.722736982E0,3.394155629E0,-1.000000000E0
3.288869704E2,4.300349696E1,-7.879214672E1,1.788070557E2,1.440921303E2,2.109191960E-1,3.561528210E0,4.611095556E-1,4.722391584E0,3.394636175E0,-1.000000000E0
3.298869669E2,4.300349065E1,-7.879216268E1,1.788781662E2,1.441632482E2,2.045304740E-1,3.561522103E0,4.627889596E-1,4.722292526E0,3.394773973E0,-1.000000000E0
3.308869640E2,4.300348492E1,-7.879218179E1,1.787192982E2,1.440043857E2,1.981264129E-1,3.561514837E0,4.640680068E-1,4.722113811E0,3.395022561E0,-1.000000000E0
3.318869609E2,4.300347834E1,-7.879219469E1,1.788958442E2,1.441809404E2,1.760105214E-1,3.561509862E0,4.654936128E-1,4.722675834E0,3.394240710E0,-1.000000000E0
3.328869580E2,4.300347351E1,-7.879221093E1,1.789898138E2,1.442749146E2,1.856569746E-1,3.561503689E0,4.670888754E-1,4.723087247E0,3.393668205E0,-1.000000000E0
3.338869548E2,4.300346740E1,-7.879222868E1,1.789781723E2,1.442632797E2,2.111763486E-1,3.561496920E0,4.685998449E-1,4.725579306E0,3.390197230E0,-1.000000000E0
3.348869532E2,4.300346044E1,-7.879224463E1,1.790069475E2,1.442920634E2,2.175532769E-1,3.561490797E0,4.702516985E-1,4.724345489E0,3.391916380E0,-1.000000000E0
3.358869503E2,4.300345399E1,-7.879226294E1,1.790554782E2,1.443406011E2,2.609715441E-1,3.561483813E0,4.717373497E-1,4.724212725E0,3.392101290E0,-1.000000000E0
3.368869478E2,4.300344689E1,-7.879227841E1,1.788883389E2,1.441734708E2,2.254705225E-1,3.561477866E0,4.732467408E-1,4.725180552E0,3.390752982E0,-1.000000000E0
3.378869450E2,4.300343987E1,-7.879229429E1,1.789852908E2,1.442704314E2,1.873294635E-1,3.561471768E0,4.748535064E-1,4.724773539E0,3.391320103E0,-1.000000000E0
3.388869430E2,4.300343405E1,-7.879231238E1,1.789533802E2,1.442385267E2,2.093653788E-1,3.561464881E0,4.765638467E-1,4.725246908E0,3.390660509E0,-1.000000000E0
3.398869402E2,4.300342686E1,-7.879233098E1,1.787987490E2,1.440839038E2,2.553663824E-1,3.561457768E0,4.780145304E-1,4.724930907E0,3.391100847E0,-1.000000000E0
3.408869374E2,4.300342033E1,-7.879234642E1,1.789088977E2,1.441940604E2,2.128945384E-1,3.561451848E0,4.794450736E-1,4.725726162E0,3.389992519E0,-1.000000000E0
3.418869358E2,4.300341400E1,-7.879236174E1,1.789818512E2,1.442670214E2,1.909993103E-1,3.561445978E0,4.807709989E-1,4.723709954E0,3.392801395E0,-1.000000000E0
3.428869337E2,4.300340699E1,-7.879237492E1,1.793242526E2,1.446094322E2,1.840198066E-1,3.561440885E0,4.820875293E-1,4.723998985E0,3.392398948E0,-1.000000000E0
3.438869312E2,4.300340029E1,-7.879238827E1,1.792925832E2,1.445777716E2,1.378217217E-1,3.561435739E0,4.830767163E-1,4.724271221E0,3.392019820E0,-1.000000000E0
3.448869289E2,4.300339439E1,-7.879239738E1,1.793695361E2,1.446547328E2,7.352110976E-2,3.561432192E0,4.835563742E-1,4.724222452E0,3.392087743E0,-1.000000000E0
3.458869271E2,4.300339119E1,-7.879240133E1,1.793748355E2,1.446600369E2,9.323146634E-2,3.561430637E0,4.837817181E-1,4.723659490E0,3.392871653E0,-1.000000000E0
3.468869249E2,4.300339001E1,-7.879240359E1,1.791338315E2,1.444190345E2,3.256869150E-2,3.561429766E0,4.838511988E-1,4.719256694E0,3.398992982E0,-1.000000000E0
3.478869226E2,4.300338946E1,-7.879240400E1,1.791860582E2,1.444712621E2,9.114879887E-2,3.561429600E0,4.840771713E-1,4.716949735E0,3.402193737E0,-1.000000000E0
3.488869208E2,4.300338855E1,-7.879240648E1,1.792223321E2,1.445075370E2,8.205204301E-2,3.561428652E0,4.845073356E-1,4.716521136E0,3.402787887E0,-1.000000000E0
3.498869187E2,4.300339001E1,-7.879241137E1,1.792534805E2,1.445386815E2,1.599665768E-1,3.561426868E0,0,4.717784090E0,3.401036653E0,-1.000000000E0
