"Time (s)","Latitude (Â°)","Longitude (Â°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (Â°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.999840462E2,4.290774015E1,-7.890141878E1,1.782143266E2,1.437081529E2,2.255202005E1,1.788668865E2,5.707088234E0,4.739247879E0,3.371063122E0,-1.000000000E0
3.009839033E2,4.290753464E1,-7.890141226E1,1.783245561E2,1.438188967E2,2.279787893E1,1.788546036E2,5.729868505E0,4.736675657E0,3.374676392E0,-1.000000000E0
3.019837694E2,4.290732987E1,-7.890140352E1,1.782738034E2,1.437686570E2,2.299942459E1,1.786298554E2,5.752978985E0,4.733871202E0,3.378609252E0,-1.000000000E0
3.029836437E2,4.290712215E1,-7.890139397E1,1.785184525E2,1.440138268E2,2.301985937E1,1.782242188E2,5.775583666E0,4.731209020E0,3.382336211E0,-1.000000000E0
3.039835262E2,4.290691915E1,-7.890137917E1,1.789302455E2,1.444261304E2,2.277680115E1,1.779104834E2,5.798165341E0,4.729676754E0,3.384478517E0,-1.000000000E0
3.049834148E2,4.290671617E1,-7.890137051E1,1.793764827E2,1.448728763E2,2.260128062E1,1.782003195E2,5.820901586E0,4.727898210E0,3.386962584E0,-1.000000000E0
3.059833115E2,4.290651176E1,-7.890136380E1,1.796465216E2,1.451434268E2,2.261863810E1,1.782981292E2,5.843423751E0,4.726443362E0,3.388992502E0,-1.000000000E0
3.069832128E2,4.290630925E1,-7.890135815E1,1.805456265E2,1.460430382E2,2.259384930E1,1.783808760E2,5.866478083E0,4.727516217E0,3.387495749E0,-1.000000000E0
3.079831219E2,4.290610194E1,-7.890136201E1,1.811674045E2,1.466653318E2,2.269202577E1,1.794147418E2,5.889123289E0,4.725108895E0,3.390852837E0,-1.000000000E0
3.089830351E2,4.290589830E1,-7.890135882E1,1.816311524E2,1.471295884E2,2.262854820E1,1.799135119E2,5.911795087E0,4.725320435E0,3.390558040E0,-1.000000000E0
3.099829535E2,4.290569442E1,-7.890135562E1,1.822442933E2,1.477432384E2,2.264084905E1,1.803642143E2,5.934687178E0,4.721745742E0,3.395534447E0,-1.000000000E0
3.109828764E2,4.290548855E1,-7.890135703E1,1.834472096E2,1.489466675E2,2.264520036E1,1.806269579E2,5.958186870E0,4.720006576E0,3.397951583E0,-1.000000000E0
3.119828045E2,4.290527721E1,-7.890135777E1,1.840464191E2,1.495464036E2,2.291411990E1,1.804754444E2,5.980076406E0,4.720924148E0,3.396676644E0,-1.000000000E0
3.129827361E2,4.290508041E1,-7.890136424E1,1.848878686E2,1.503883417E2,2.261341272E1,1.810524857E2,6.002472174E0,4.719598466E0,3.398518405E0,-1.000000000E0
3.139826736E2,4.290487908E1,-7.890137175E1,1.857662641E2,1.512672368E2,2.254859235E1,1.814007232E2,6.024900221E0,4.717720386E0,3.401125018E0,-1.000000000E0
3.149826127E2,4.290467744E1,-7.890137847E1,1.864791532E2,1.519806265E2,2.252686736E1,1.810975882E2,6.047094557E0,4.716174265E0,3.403268625E0,-1.000000000E0
3.159825565E2,4.290447784E1,-7.890137665E1,1.871792981E2,1.526812695E2,2.237410608E1,1.797612563E2,6.069371906E0,4.712671253E0,3.408117764E0,-1.000000000E0
3.169825029E2,4.290427761E1,-7.890136763E1,1.877972971E2,1.532997704E2,2.229842799E1,1.781406634E2,6.091573820E0,4.712266309E0,3.408677643E0,-1.000000000E0
3.179824536E2,4.290407862E1,-7.890134506E1,1.884291529E2,1.539321292E2,2.225127316E1,1.755080594E2,6.113777369E0,4.712473109E0,3.408391737E0,-1.000000000E0
3.189824058E2,4.290388025E1,-7.890131389E1,1.889556251E2,1.544591054E2,2.215282491E1,1.732971108E2,6.135804358E0,4.713793363E0,3.406565596E0,-1.000000000E0
3.199823617E2,4.290368393E1,-7.890127779E1,1.893007882E2,1.548047691E2,2.213926852E1,1.717095033E2,6.158175047E0,4.713502558E0,3.406967958E0,-1.000000000E0
3.209823185E2,4.290348618E1,-7.890122731E1,1.897318004E2,1.552362897E2,2.227860452E1,1.692202676E2,6.180875847E0,4.714797074E0,3.405176293E0,-1.000000000E0
3.219822791E2,4.290328823E1,-7.890115913E1,1.900272111E2,1.555322149E2,2.243198452E1,1.660322294E2,6.203490166E0,4.713842346E0,3.406497816E0,-1.000000000E0
3.229822415E2,4.290309260E1,-7.890108321E1,1.897951972E2,1.553007120E2,2.245420309E1,1.639131243E2,6.226087818E0,4.713793594E0,3.406565277E0,-1.000000000E0
3.239822060E2,4.290289997E1,-7.890099480E1,1.901403672E2,1.556463895E2,2.251603185E1,1.613183019E2,6.248744728E0,4.713259197E0,3.407304621E0,-1.000000000E0
3.249821723E2,4.290270992E1,-7.890089449E1,1.896140048E2,1.551205318E2,2.262289392E1,1.593262062E2,6.271480096E0,4.713127492E0,3.407486797E0,-1.000000000E0
3.259821413E2,4.290252029E1,-7.890079010E1,1.892990855E2,1.548061175E2,2.275124029E1,1.581439660E2,6.294403018E0,4.711802643E0,3.409318537E0,-1.000000000E0
3.269821110E2,4.290232961E1,-7.890068313E1,1.891892994E2,1.546968397E2,2.283134419E1,1.576535683E2,6.317115489E0,4.710905039E0,3.410558714E0,-1.000000000E0
3.279820826E2,4.290214119E1,-7.890057550E1,1.887716046E2,1.542796479E2,2.276706337E1,1.573550709E2,6.339664283E0,4.710638156E0,3.410927322E0,-1.000000000E0
3.289820555E2,4.290195470E1,-7.890046674E1,1.881346258E2,1.536431676E2,2.270563070E1,1.567191334E2,6.362397925E0,4.710356856E0,3.411315776E0,-1.000000000E0
3.299820303E2,4.290176760E1,-7.890035423E1,1.876537959E2,1.531628389E2,2.264643377E1,1.564265982E2,6.385020327E0,4.710281614E0,3.411419668E0,-1.000000000E0
3.309820060E2,4.290158130E1,-7.890024265E1,1.869701053E2,1.524796472E2,2.264476543E1,1.563065709E2,6.407617239E0,4.710436991E0,3.411205123E0,-1.000000000E0
3.319819841E2,4.290139545E1,-7.890013043E1,1.863103163E2,1.518203563E2,2.259720598E1,1.562232062E2,6.430205373E0,4.710788042E0,3.410720314E0,-1.000000000E0
3.329819622E2,4.290120888E1,-7.890002072E1,1.855800970E2,1.510906361E2,2.253403304E1,1.565019903E2,6.452783245E0,4.710583146E0,3.411003292E0,-1.000000000E0
3.339819417E2,4.290102291E1,-7.889990946E1,1.846371989E2,1.501482361E2,2.247031141E1,1.564662917E2,6.475394808E0,4.710839488E0,3.410649256E0,-1.000000000E0
3.349819219E2,4.290083737E1,-7.889979583E1,1.839656292E2,1.494771642E2,2.241517148E1,1.555594424E2,6.497717659E0,4.712531024E0,3.408311661E0,-1.000000000E0
3.359819034E2,4.290065638E1,-7.889967727E1,1.833224879E2,1.488345109E2,2.243533031E1,1.544680176E2,6.520410585E0,4.712703430E0,3.408073270E0,-1.000000000E0
3.369818860E2,4.290047117E1,-7.889956025E1,1.828782924E2,1.483908135E2,2.256505803E1,1.543877604E2,6.542998638E0,4.711298330E0,3.410015408E0,-1.000000000E0
3.379818687E2,4.290028752E1,-7.889944173E1,1.819478858E2,1.474609016E2,2.268507910E1,1.544408728E2,6.565932893E0,4.710339898E0,3.411339191E0,-1.000000000E0
3.389818524E2,4.290010181E1,-7.889931924E1,1.813372543E2,1.468507712E2,2.284680252E1,1.542573426E2,6.588954347E0,4.707453165E0,3.415321615E0,-1.000000000E0
3.399818373E2,4.289991630E1,-7.889919373E1,1.808062153E2,1.463202336E2,2.298991980E1,1.537019581E2,6.612226868E0,4.706797054E0,3.416225771E0,-1.000000000E0
3.409818231E2,4.289972874E1,-7.889906696E1,1.804562529E2,1.459707783E2,2.312794895E1,1.533902535E2,6.635452190E0,4.705952989E0,3.417388403E0,-1.000000000E0
3.419818089E2,4.289954204E1,-7.889893911E1,1.800903197E2,1.456053504E2,2.320599911E1,1.532712454E2,6.658788140E0,4.704072763E0,3.419976093E0,-1.000000000E0
3.429817957E2,4.289935723E1,-7.889880336E1,1.795795514E2,1.450950852E2,2.329644638E1,1.516917423E2,6.682387572E0,4.702040318E0,3.422769913E0,-1.000000000E0
3.439817829E2,4.289917264E1,-7.889866040E1,1.793921054E2,1.449081439E2,2.350032065E1,1.503868425E2,6.706256105E0,4.699591487E0,3.426131476E0,-1.000000000E0
3.449817711E2,4.289898908E1,-7.889850850E1,1.794827855E2,1.449993290E2,2.373478286E1,1.487044640E2,6.730297799E0,4.699749288E0,3.425915011E0,-1.000000000E0
3.459817591E2,4.289880888E1,-7.889834540E1,1.795513948E2,1.450684383E2,2.392664549E1,1.468892537E2,6.754642226E0,4.700823152E0,3.424441374E0,-1.000000000E0
3.469817477E2,4.289862810E1,-7.889817680E1,1.797811405E2,1.452986874E2,2.410064510E1,1.456319512E2,6.779050585E0,4.702415695E0,3.422254179E0,-1.000000000E0
3.479817373E2,4.289844762E1,-7.889800624E1,1.798577627E2,1.453758128E2,2.408531799E1,1.451146467E2,6.803159210E0,4.704938021E0,3.418785640E0,-1.000000000E0
3.489817266E2,4.289826738E1,-7.889784175E1,1.792523096E2,1.447708604E2,2.395812638E1,1.457001752E2,6.826649745E0,4.704224553E0,3.419767300E0,-1.000000000E0
3.499817166E2,4.289809168E1,-7.889768164E1,1.795390648E2,1.450581037E2,2.369871497E1,1.461012685E2,6.850323673E0,4.704854425E0,3.418900681E0,-1.000000000E0
3.509817073E2,4.289791381E1,-7.889752191E1,1.792276302E2,1.447471626E2,2.358451092E1,1.461677768E2,6.873936090E0,4.704438202E0,3.419473386E0,-1.000000000E0
3.519816980E2,4.289773884E1,-7.889735764E1,1.795291976E2,1.450492176E2,2.350228783E1,1.454964696E2,6.897629048E0,4.704656440E0,3.419173118E0,-1.000000000E0
3.529816891E2,4.289756496E1,-7.889718955E1,1.793086310E2,1.448291371E2,2.346677653E1,1.446911126E2,6.920963273E0,4.703193300E0,3.421185440E0,-1.000000000E0
3.539816804E2,4.289739332E1,-7.889702473E1,1.791572401E2,1.446782257E2,2.343285556E1,1.448074690E2,6.944477614E0,4.701920132E0,3.422935013E0,-1.000000000E0
3.549816717E2,4.289722006E1,-7.889685922E1,1.791337692E2,1.446552387E2,2.340844621E1,1.449128940E2,6.967966115E0,4.700278733E0,3.425188589E0,-1.000000000E0
3.559816638E2,4.289704872E1,-7.889669058E1,1.788254438E2,1.443473934E2,2.346939515E1,1.446445056E2,6.991429760E0,4.698517501E0,3.427604168E0,-1.000000000E0
3.569816562E2,4.289687620E1,-7.889652472E1,1.788921224E2,1.444145541E2,2.353564596E1,1.445787771E2,7.015068508E0,4.697364012E0,3.429184797E0,-1.000000000E0
3.579816488E2,4.289670150E1,-7.889635936E1,1.787285659E2,1.442514851E2,2.359478894E1,1.448022896E2,7.038556002E0,4.696230702E0,3.430736689E0,-1.000000000E0
3.589816415E2,4.289652951E1,-7.889619197E1,1.783532417E2,1.438766423E2,2.359294538E1,1.446893397E2,7.062058931E0,4.695189331E0,3.432161735E0,-1.000000000E0
3.599816337E2,4.289635581E1,-7.889602758E1,1.784610113E2,1.439848967E2,2.357610644E1,1.448475446E2,7.085350255E0,4.694001555E0,3.433786020E0,-1.000000000E0
3.609816271E2,4.289618422E1,-7.889586359E1,1.785923010E2,1.441166657E2,2.338008864E1,1.451918352E2,7.108666070E0,4.692760497E0,3.435481910E0,-1.000000000E0
3.619816194E2,4.289601267E1,-7.889569900E1,1.784072104E2,1.439320546E2,2.322303428E1,1.449569987E2,7.131812481E0,4.692494181E0,3.435845660E0,-1.000000000E0
3.629816138E2,4.289584147E1,-7.889553737E1,1.782705590E2,1.437958810E2,2.309013119E1,1.452078771E2,7.154880872E0,4.691942774E0,3.436598615E0,-1.000000000E0
3.639816097E2,4.289567029E1,-7.889537738E1,1.785443046E2,1.440701038E2,2.300283877E1,1.452521443E2,7.177923665E0,4.690778656E0,3.438187405E0,-1.000000000E0
3.649816008E2,4.289550145E1,-7.889521338E1,1.785602902E2,1.440865622E2,2.297214107E1,1.446373299E2,7.200935652E0,4.690239359E0,3.438923057E0,-1.000000000E0
3.659815946E2,4.289533176E1,-7.889505167E1,1.783758542E2,1.439026003E2,2.293967653E1,1.445074112E2,7.223912957E0,4.692473372E0,3.435874079E0,-1.000000000E0
3.669815881E2,4.289516283E1,-7.889488923E1,1.785676109E2,1.440948294E2,2.288088468E1,1.445640980E2,7.246695839E0,4.693411961E0,3.434591853E0,-1.000000000E0
3.679815825E2,4.289499656E1,-7.889472581E1,1.786134760E2,1.441411606E2,2.283477187E1,1.442022349E2,7.269372893E0,4.696577466E0,3.430261964E0,-1.000000000E0
3.689815769E2,4.289482979E1,-7.889456557E1,1.782807944E2,1.438089455E2,2.278528774E1,1.443107568E2,7.292262737E0,4.699696558E0,3.425987346E0,-1.000000000E0
3.699815704E2,4.289466209E1,-7.889440261E1,1.782792870E2,1.438079078E2,2.278693127E1,1.445326079E2,7.314873013E0,4.700270238E0,3.425200245E0,-1.000000000E0
3.709815648E2,4.289449613E1,-7.889424223E1,1.783623793E2,1.438914646E2,2.275773976E1,1.444558576E2,7.337746349E0,4.701427085E0,3.423612186E0,-1.000000000E0
3.719815596E2,4.289432911E1,-7.889407834E1,1.786357019E2,1.441652556E2,2.286201057E1,1.442626140E2,7.360664359E0,4.703089823E0,3.421327688E0,-1.000000000E0
3.729815545E2,4.289416312E1,-7.889391157E1,1.787827384E2,1.443127587E2,2.297883871E1,1.436413839E2,7.383585714E0,4.704545393E0,3.419325910E0,-1.000000000E0
3.739815485E2,4.289399683E1,-7.889374528E1,1.788989629E2,1.444294505E2,2.301117988E1,1.438097043E2,7.406214977E0,4.706450477E0,3.416703228E0,-1.000000000E0
3.749815437E2,4.289383230E1,-7.889358180E1,1.788717009E2,1.444026506E2,2.286253380E1,1.438175026E2,7.428539308E0,4.708176591E0,3.414324270E0,-1.000000000E0
3.759815391E2,4.289367208E1,-7.889341666E1,1.786320842E2,1.441634857E2,2.250832439E1,1.435393335E2,7.450995759E0,4.708012721E0,3.414550227E0,-1.000000000E0
3.769815329E2,4.289350711E1,-7.889325764E1,1.787764695E2,1.443083328E2,2.234895644E1,1.440569100E2,7.473304422E0,4.707439860E0,3.415339954E0,-1.000000000E0
3.779815283E2,4.289334406E1,-7.889309807E1,1.790148679E2,1.445471885E2,2.212592505E1,1.441787185E2,7.495027569E0,4.708358913E0,3.414072843E0,-1.000000000E0
3.789815230E2,4.289318320E1,-7.889294676E1,1.796522875E2,1.451850573E2,2.185301935E1,1.447156954E2,7.516668419E0,4.709039663E0,3.413133821E0,-1.000000000E0
3.799815179E2,4.289302581E1,-7.889279049E1,1.796524533E2,1.451856651E2,2.166753967E1,1.444254570E2,7.538423642E0,4.720153587E0,3.397747363E0,-1.000000000E0
3.809815131E2,4.289286681E1,-7.889263489E1,1.795919998E2,1.451256576E2,2.161044046E1,1.442404121E2,7.559736838E0,4.727271987E0,3.387836565E0,-1.000000000E0
3.819815081E2,4.289271095E1,-7.889248260E1,1.795580992E2,1.450921942E2,2.137120480E1,1.440648925E2,7.580705756E0,4.730921460E0,3.382738413E0,-1.000000000E0
3.829815032E2,4.289255906E1,-7.889233005E1,1.796587423E2,1.451932646E2,2.108292591E1,1.438275883E2,7.601394635E0,4.734341973E0,3.377949543E0,-1.000000000E0
3.839814981E2,4.289240845E1,-7.889218093E1,1.795882835E2,1.451232288E2,2.081517152E1,1.439606747E2,7.621789480E0,4.737052876E0,3.374146867E0,-1.000000000E0
3.849819582E2,4.289226050E1,-7.889203297E1,1.796403097E2,1.451756710E2,2.059613478E1,1.438914358E2,7.642172737E0,4.739040619E0,3.371354483E0,-1.000000000E0
3.859820167E2,4.289211150E1,-7.889188721E1,1.797148970E2,1.452506763E2,2.041029217E1,1.441932507E2,7.662373548E0,4.740264668E0,3.369633200E0,-1.000000000E0
3.869820719E2,4.289196316E1,-7.889174407E1,1.794650221E2,1.450012170E2,2.023494786E1,1.443712064E2,7.682359381E0,4.741081305E0,3.368484094E0,-1.000000000E0
3.879821330E2,4.289181741E1,-7.889160051E1,1.793998602E2,1.449364644E2,2.000605620E1,1.443422642E2,7.702076629E0,4.742179209E0,3.366938281E0,-1.000000000E0
3.889821910E2,4.289167340E1,-7.889145930E1,1.791659585E2,1.447029669E2,1.972769062E1,1.442153621E2,7.721373800E0,4.742779008E0,3.366093331E0,-1.000000000E0
3.899822366E2,4.289153374E1,-7.889131869E1,1.793818264E2,1.449192280E2,1.934667182E1,1.439171115E2,7.740166469E0,4.743266619E0,3.365406189E0,-1.000000000E0
3.909822834E2,4.289139756E1,-7.889118207E1,1.797219239E2,1.452597087E2,1.882975485E1,1.434559059E2,7.758652415E0,4.743233846E0,3.365452378E0,-1.000000000E0
3.919823222E2,4.289126358E1,-7.889104772E1,1.804322137E2,1.459703755E2,1.843783012E1,1.434067384E2,7.776564748E0,4.743608698E0,3.364924004E0,-1.000000000E0
3.929823557E2,4.289113275E1,-7.889091944E1,1.810479016E2,1.465864307E2,1.805984840E1,1.439048140E2,7.794323460E0,4.743369091E0,3.365261758E0,-1.000000000E0
3.939823992E2,4.289100318E1,-7.889079200E1,1.816512720E2,1.471901650E2,1.772521304E1,1.439765280E2,7.811425171E0,4.743281653E0,3.365385000E0,-1.000000000E0
3.949824322E2,4.289087795E1,-7.889067014E1,1.821305472E2,1.476697915E2,1.705838329E1,1.439841926E2,7.827661602E0,4.743215725E0,3.365477919E0,-1.000000000E0
3.959824605E2,4.289075948E1,-7.889055362E1,1.824030673E2,1.479426444E2,1.641069050E1,1.438470151E2,7.843669022E0,4.742910876E0,3.365907523E0,-1.000000000E0
3.969824970E2,4.289064530E1,-7.889043396E1,1.827271145E2,1.482670145E2,1.600596908E1,1.425511452E2,7.859073892E0,4.742132441E0,3.367004150E0,-1.000000000E0
3.979825218E2,4.289053839E1,-7.889031369E1,1.829645295E2,1.485047346E2,1.537502047E1,1.402221371E2,7.873860392E0,4.742209956E0,3.366894974E0,-1.000000000E0
3.989825454E2,4.289044783E1,-7.889018078E1,1.830593404E2,1.485998138E2,1.483791066E1,1.335547084E2,7.888065778E0,4.742208609E0,3.366896871E0,-1.000000000E0
3.999825689E2,4.289037383E1,-7.889003864E1,1.829852001E2,1.485259032E2,1.433805071E1,1.258630345E2,7.902164538E0,4.742626237E0,3.366308573E0,-1.000000000E0
4.009825912E2,4.289031480E1,-7.888988548E1,1.828690790E2,1.484099779E2,1.415092360E1,1.184032545E2,7.916242515E0,4.744553262E0,3.363592035E0,-1.000000000E0
4.019826114E2,4.289027384E1,-7.888972198E1,1.827816993E2,1.483227522E2,1.408136351E1,1.096366729E2,7.930524180E0,4.745599635E0,3.362115575E0,-1.000000000E0
4.029826310E2,4.289025164E1,-7.888954931E1,1.828197362E2,1.483608989E2,1.426281504E1,1.008806779E2,7.944907982E0,4.747238222E0,3.359801526E0,-1.000000000E0
4.039826486E2,4.289024665E1,-7.888937288E1,1.826380683E2,1.481792991E2,1.440302662E1,9.253465704E1,7.959366915E0,4.749131522E0,3.357124785E0,-1.000000000E0
4.049826653E2,4.289026337E1,-7.888919688E1,1.824252052E2,1.479664497E2,1.435875001E1,8.409473190E1,7.973582757E0,4.749600052E0,3.356461884E0,-1.000000000E0
4.059826802E2,4.289029400E1,-7.888902746E1,1.822443609E2,1.477855822E2,1.429052318E1,7.624529013E1,7.987772368E0,4.748283738E0,3.358323774E0,-1.000000000E0
4.069826939E2,4.289034078E1,-7.888886541E1,1.821896081E2,1.477307636E2,1.416115889E1,6.843660270E1,8.001772729E0,4.749041219E0,3.357252528E0,-1.000000000E0
4.079827058E2,4.289040149E1,-7.888871486E1,1.819740225E2,1.475150737E2,1.411791311E1,6.091916025E1,8.016046075E0,4.749958373E0,3.355954781E0,-1.000000000E0
4.089827180E2,4.289047891E1,-7.888857511E1,1.817366199E2,1.472775215E2,1.431954055E1,5.428007421E1,8.030786689E0,4.751175010E0,3.354232111E0,-1.000000000E0
4.099827286E2,4.289056141E1,-7.888843348E1,1.818759523E2,1.474166922E2,1.465722770E1,4.748216629E1,8.045585165E0,4.745161919E0,3.362733322E0,-1.000000000E0
4.109827381E2,4.289064953E1,-7.888829735E1,1.817497751E2,1.472903376E2,1.495920698E1,4.748216629E1,8.060497036E0,4.741354326E0,3.368099789E0,-1.000000000E0
4.119827470E2,4.289073953E1,-7.888816166E1,1.816871277E2,1.472275079E2,1.513131240E1,4.831047821E1,8.076037759E0,4.737543419E0,3.373458075E0,-1.000000000E0
4.129827554E2,4.289083504E1,-7.888802239E1,1.812754343E2,1.468156195E2,1.530860671E1,4.831047821E1,8.091576462E0,4.733001937E0,3.379826874E0,-1.000000000E0
4.139827631E2,4.289092786E1,-7.888787981E1,1.809356939E2,1.464756919E2,1.547249940E1,4.875468826E1,8.106873501E0,4.727546617E0,3.387453323E0,-1.000000000E0
4.149827691E2,4.289101961E1,-7.888773989E1,1.808401220E2,1.463799347E2,1.548168552E1,4.875468826E1,8.122226842E0,4.722300985E0,3.394762207E0,-1.000000000E0
4.159827753E2,4.289111099E1,-7.888759861E1,1.804463180E2,1.459859466E2,1.534267342E1,4.866683197E1,8.137046464E0,4.718812419E0,3.399609740E0,-1.000000000E0
4.169827808E2,4.289119846E1,-7.888746137E1,1.805055715E2,1.460450246E2,1.509805943E1,4.866683197E1,8.151749207E0,4.715484558E0,3.404224202E0,-1.000000000E0
4.179827857E2,4.289128619E1,-7.888732633E1,1.802520935E2,1.457913697E2,1.479803167E1,4.866683197E1,8.166239186E0,4.712179701E0,3.408797368E0,-1.000000000E0
4.189827895E2,4.289137318E1,-7.888719390E1,1.802287026E2,1.457678028E2,1.455113047E1,4.866683197E1,8.180324364E0,4.710005975E0,3.411800222E0,-1.000000000E0
4.199827935E2,4.289145689E1,-7.888706414E1,1.799531737E2,1.454921054E2,1.427712497E1,4.866683197E1,8.194332439E0,4.706707424E0,3.416349259E0,-1.000000000E0
4.209827967E2,4.289154032E1,-7.888693531E1,1.798001624E2,1.453389260E2,1.399878772E1,4.937033463E1,8.207949665E0,4.703300904E0,3.421037509E0,-1.000000000E0
4.219827993E2,4.289161602E1,-7.888680392E1,1.794326915E2,1.449713070E2,1.365956015E1,5.235358810E1,8.221103603E0,4.700314441E0,3.425139586E0,-1.000000000E0
4.229828023E2,4.289168452E1,-7.888667228E1,1.793314945E2,1.448699801E2,1.333468993E1,5.558819580E1,8.234640406E0,4.694490186E0,3.433117960E0,-1.000000000E0
4.239828042E2,4.289175393E1,-7.888653576E1,1.796426610E2,1.451810159E2,1.352915836E1,5.640541458E1,8.248531229E0,4.688910467E0,3.440734756E0,-1.000000000E0
4.249828058E2,4.289182257E1,-7.888639330E1,1.798463852E2,1.453846131E2,1.392747278E1,5.721830368E1,8.263087692E0,4.685576031E0,3.445274196E0,-1.000000000E0
4.259828069E2,4.289189486E1,-7.888624433E1,1.800587905E2,1.455968844E2,1.441928673E1,5.684075928E1,8.278157100E0,4.683331808E0,3.448324261E0,-1.000000000E0
4.269828075E2,4.289196953E1,-7.888608996E1,1.804349531E2,1.459729088E2,1.494514003E1,5.684075928E1,8.292638082E0,4.681284996E0,3.451102406E0,-1.000000000E0
4.279828085E2,4.289203910E1,-7.888593970E1,1.804973672E2,1.460351961E2,1.469617629E1,6.010899734E1,8.306760248E0,4.679948015E0,3.452915234E0,-1.000000000E0
4.289828084E2,4.289210554E1,-7.888579196E1,1.804869747E2,1.460246837E2,1.435681896E1,5.659484863E1,8.320737228E0,4.677319656E0,3.456474775E0,-1.000000000E0
4.299828087E2,4.289217086E1,-7.888564537E1,1.807831409E2,1.463207325E2,1.411418963E1,5.659484863E1,8.334334195E0,4.675047867E0,3.459546859E0,-1.000000000E0
4.309828086E2,4.289223365E1,-7.888550215E1,1.805876519E2,1.461251315E2,1.363433128E1,5.659484863E1,8.347630221E0,4.673210447E0,3.462028474E0,-1.000000000E0
4.319828081E2,4.289229405E1,-7.888536129E1,1.805547278E2,1.460921004E2,1.323456053E1,5.659484863E1,8.360203802E0,4.674928150E0,3.459708633E0,-1.000000000E0
4.329828075E2,4.289235288E1,-7.888522948E1,1.803607153E2,1.458979822E2,1.268405752E1,5.659484863E1,8.372377796E0,4.674606655E0,3.460143011E0,-1.000000000E0
4.339828068E2,4.289240984E1,-7.888510186E1,1.799138286E2,1.454509931E2,1.224559276E1,5.659484863E1,8.383937151E0,4.673686601E0,3.461385646E0,-1.000000000E0
4.349828056E2,4.289246558E1,-7.888498209E1,1.805212637E2,1.460583262E2,1.167243411E1,5.659484863E1,8.394835960E0,4.699571281E0,3.426159192E0,-1.000000000E0
4.359828043E2,4.289251849E1,-7.888486947E1,1.809290946E2,1.464660601E2,1.100515551E1,5.648964310E1,8.404624568E0,4.714655768E0,3.405371936E0,-1.000000000E0
4.369828038E2,4.289256640E1,-7.888476867E1,1.811756058E2,1.467124830E2,1.010077619E1,5.648964310E1,8.413617054E0,4.722756113E0,3.394129009E0,-1.000000000E0
4.379828027E2,4.289261070E1,-7.888467632E1,1.813515023E2,1.468882977E2,9.220899347E0,5.648964310E1,8.422487141E0,4.727960284E0,3.386875933E0,-1.000000000E0
4.389828006E2,4.289266677E1,-7.888459887E1,1.815100593E2,1.470467387E2,8.877362028E0,5.322970200E1,8.430827490E0,4.732133407E0,3.381042806E0,-1.000000000E0
4.399827982E2,4.289271052E1,-7.888451571E1,1.816441525E2,1.471807485E2,8.398160242E0,5.582952118E1,8.441403788E0,4.737389431E0,3.373674319E0,-1.000000000E0
4.409827968E2,4.289267908E1,-7.888439319E1,1.816635437E2,1.472002568E2,7.521067162E0,8.368341827E1,8.447718921E0,4.743958642E0,3.364430625E0,-1.000000000E0
4.419827952E2,4.289267397E1,-7.888431598E1,1.818787183E2,1.474154684E2,6.273140344E0,9.484635162E1,8.452488672E0,4.749724962E0,3.356285122E0,-1.000000000E0
4.429827926E2,4.289266113E1,-7.888426012E1,1.822744236E2,1.478112234E2,5.384988176E0,1.102557831E2,8.458644991E0,4.752217479E0,3.352754996E0,-1.000000000E0
4.439827898E2,4.289262952E1,-7.888419807E1,1.823691253E2,1.479060237E2,5.868489761E0,1.167569580E2,8.465351486E0,4.753528335E0,3.350896208E0,-1.000000000E0
4.449827882E2,4.289260635E1,-7.888412207E1,1.825988769E2,1.481358571E2,6.655513982E0,1.167569580E2,8.472374038E0,4.752324061E0,3.352603922E0,-1.000000000E0
4.459827856E2,4.289257862E1,-7.888404462E1,1.829625183E2,1.484995923E2,7.021947354E0,1.160315704E2,8.483138463E0,4.753021697E0,3.351614802E0,-1.000000000E0
4.469827830E2,4.289248855E1,-7.888399617E1,1.831595451E2,1.486968596E2,7.935488386E0,1.346050208E2,8.492116722E0,4.753674150E0,3.350689349E0,-1.000000000E0
4.479827807E2,4.289243120E1,-7.888391859E1,1.831919564E2,1.487294389E2,8.612954848E0,1.350809943E2,8.500707392E0,4.753651711E0,3.350721183E0,-1.000000000E0
4.489827776E2,4.289237462E1,-7.888384678E1,1.832853282E2,1.488229748E2,8.717062622E0,1.361180477E2,8.509326404E0,4.753393198E0,3.351087904E0,-1.000000000E0
4.499827739E2,4.289231675E1,-7.888377641E1,1.833272931E2,1.488651067E2,8.736465735E0,1.374905745E2,8.517628867E0,4.753176014E0,3.351395950E0,-1.000000000E0
4.509827716E2,4.289225860E1,-7.888371248E1,1.834232893E2,1.489612685E2,8.397117313E0,1.398220022E2,8.525416992E0,4.754514471E0,3.349496854E0,-1.000000000E0
4.519827689E2,4.289220204E1,-7.888365608E1,1.834647288E2,1.490028673E2,7.888463825E0,1.420820203E2,8.532565458E0,4.753074606E0,3.351539768E0,-1.000000000E0
4.529827659E2,4.289214882E1,-7.888360685E1,1.833423605E2,1.488806477E2,7.283784353E0,1.439471249E2,8.539152956E0,4.751714936E0,3.353467190E0,-1.000000000E0
