"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.519694728E1,9.293700010E-2,-1.044389978E-1,2.825460136E-1
1.521699130E1,2.228200063E-2,-7.586000115E-2,3.371400014E-2
1.523703532E1,-4.342199862E-2,9.565999731E-3,-6.188600138E-2
1.525707932E1,1.349900011E-2,-3.302099928E-2,1.440750062E-1
1.527712333E1,-7.123000175E-2,6.364200264E-2,8.827400208E-2
1.529716733E1,-6.235700101E-2,1.145159975E-1,-1.363729984E-1
1.531721128E1,2.649500035E-2,1.069099978E-1,-2.201389968E-1
1.533725536E1,3.310000151E-2,5.740400031E-2,-1.190349981E-1
1.535729936E1,5.728700012E-2,-3.931099921E-2,7.167100161E-2
1.537734335E1,1.875600033E-2,-7.350099832E-2,1.746480018E-1
1.539738735E1,1.334789991E-1,-1.077020019E-1,1.716070026E-1
1.541743127E1,6.582199782E-2,-1.241099983E-1,1.841650009E-1
1.543747539E1,-4.459000193E-3,-7.408999652E-2,1.789110005E-1
1.545751931E1,-5.803899840E-2,4.365200177E-2,-6.183300167E-2
1.547756331E1,-1.476410031E-1,1.182760000E-1,5.482700095E-2
1.549760728E1,-1.399360001E-1,1.180479974E-1,4.811000079E-2
1.551765126E1,-9.176799655E-2,8.989600092E-2,1.061199978E-2
1.553769534E1,-1.871800050E-2,2.452100068E-2,-4.975299910E-2
1.555773932E1,2.532999963E-2,-3.945000097E-2,-6.385999918E-2
1.557778324E1,6.297799945E-2,-6.952600181E-2,-1.445000023E-1
1.559782723E1,1.854220033E-1,-9.538000077E-2,-5.885599926E-2
1.561787124E1,2.028310001E-1,-1.077890024E-1,5.061599985E-2
1.563791524E1,8.890499920E-2,-1.883199997E-2,-1.095999964E-3
1.565795922E1,-1.293599978E-2,6.080500036E-2,1.303869933E-1
1.567800322E1,-8.267900348E-2,4.875899851E-2,1.952040046E-1
1.569804724E1,7.807000075E-3,1.810199954E-2,2.054699957E-1
1.571809123E1,-1.114640012E-1,6.613299996E-2,-1.289000036E-3
1.573813523E1,-7.874599844E-2,6.987900287E-2,8.184400201E-2
1.575817900E1,-6.869100034E-2,2.687400021E-2,-5.820399895E-2
1.577822299E1,-4.684799910E-2,-2.377700061E-2,-5.459100008E-2
1.579826722E1,-5.230699852E-2,4.761999939E-3,-2.961900085E-2
1.581831123E1,-1.009420007E-1,1.113540009E-1,-1.494159997E-1
1.583835524E1,9.410000406E-3,1.625899971E-2,-1.328230053E-1
1.585839924E1,1.979829967E-1,-1.644169986E-1,-7.851099968E-2
1.587844302E1,6.735700369E-2,-1.319929957E-1,2.171539962E-1
1.589848702E1,6.543599814E-2,-5.552300066E-2,1.873989999E-1
1.591853126E1,2.493700013E-2,4.717100039E-2,1.562300045E-2
1.593857505E1,-1.515029967E-1,1.298560053E-1,1.322620064E-1
1.595861904E1,-1.207600012E-1,9.592700005E-2,2.057359964E-1
1.597866306E1,-2.841899917E-2,2.443400025E-2,1.093489975E-1
1.599870729E1,6.701000035E-3,-2.871299908E-2,6.459999830E-3
1.601875106E1,7.458700240E-2,-6.151999906E-2,-7.029099762E-2
1.603879506E1,-4.707799852E-2,1.358900033E-2,-4.215800017E-2
1.605883907E1,5.489800125E-2,-2.982899919E-2,-2.733499929E-2
1.607888307E1,-5.880099908E-2,-1.694999984E-3,-2.803800069E-2
1.609892708E1,3.232600167E-2,-3.691700101E-2,4.845999926E-2
1.611897099E1,3.611000022E-3,9.274999611E-3,-5.516099930E-2
1.613901505E1,6.844399869E-2,-2.061199956E-2,7.913699746E-2
1.615905906E1,-7.421799749E-2,5.089199916E-2,1.173349991E-1
1.617910304E1,-3.079199977E-2,5.712000187E-3,2.295500040E-1
1.619914704E1,5.439500138E-2,-4.309999943E-2,1.673209965E-1
1.621919094E1,4.667099938E-2,1.949499920E-2,9.944000281E-3
1.623923492E1,6.761000026E-3,2.671699971E-2,-2.004210055E-1
1.625927898E1,4.416399822E-2,2.348100021E-2,-1.076710001E-1
1.627932298E1,9.984499961E-2,-3.540600091E-2,1.664999989E-3
1.629936698E1,3.588299826E-2,-1.537299994E-2,-3.495000070E-3
1.631941089E1,-7.222999632E-2,3.175000101E-2,-2.766400017E-2
1.633945496E1,5.796499923E-2,-3.322799876E-2,1.137000024E-1
1.635949887E1,-1.083829999E-1,3.140600026E-2,1.013009995E-1
1.637954286E1,3.069400042E-2,-2.024000045E-3,3.717900068E-2
1.639958686E1,-4.444099963E-2,5.798700079E-2,1.127899997E-2
1.641963092E1,-6.347399950E-2,4.779899865E-2,-8.611100167E-2
1.643967486E1,-7.125999779E-3,-1.642799936E-2,1.053109989E-1
1.645971887E1,-5.973000079E-3,-2.590199932E-2,1.211320013E-1
1.647976287E1,1.947999932E-2,-2.395300008E-2,7.986599952E-2
1.649980686E1,1.853300072E-2,-5.204899982E-2,3.727500141E-2
1.651985086E1,2.249200083E-2,-7.884000428E-3,-2.394839972E-1
1.653989486E1,-7.264299691E-2,8.792900294E-2,-1.851159930E-1
1.655993885E1,2.324759960E-1,-8.940800279E-2,1.332429945E-1
1.657998285E1,1.454059929E-1,-7.990899682E-2,3.479999900E-1
1.660002685E1,-1.308529973E-1,1.024380028E-1,2.878769934E-1
1.662007085E1,-7.659699917E-1,8.440179825E-1,-2.852334023E0
1.664011486E1,4.712960124E-1,-6.119970083E-1,1.941594005E0
