"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.518401115E1,-6.507200003E-2,-4.342700168E-2,1.618120074E-1
1.520405492E1,2.388799936E-2,-6.881999969E-2,2.480379939E-1
1.522409884E1,7.029999979E-4,2.316999948E-3,7.572499663E-2
1.524414253E1,-1.592000015E-3,4.176200181E-2,-1.632640064E-1
1.526418630E1,-4.126900062E-2,8.832599968E-2,-3.159529865E-1
1.528423021E1,-1.121000038E-3,8.341000229E-2,-2.482209951E-1
1.530427389E1,8.181000128E-3,1.252589971E-1,-2.070010006E-1
1.532431766E1,1.119599957E-2,7.660800219E-2,-8.248999715E-3
1.534436159E1,4.711199924E-2,-4.261700064E-2,2.569830120E-1
1.536440536E1,7.451699674E-2,-8.716700226E-2,3.761430085E-1
1.538444907E1,4.997000098E-2,-1.261090040E-1,2.867929935E-1
1.540449301E1,3.564700112E-2,-1.590580046E-1,2.095700055E-1
1.542453678E1,-1.855299994E-2,-6.358099729E-2,4.419599846E-2
1.544458046E1,-2.830100060E-2,-1.110000012E-4,-1.278389990E-1
1.546462438E1,-1.133780032E-1,1.048159972E-1,-2.444529980E-1
1.548466817E1,-5.625399947E-2,1.237730011E-1,-2.864730060E-1
1.550471209E1,-4.646100104E-2,1.412799954E-1,-2.354409993E-1
1.552475579E1,2.776299976E-2,9.272900224E-2,-5.784500018E-2
1.554479955E1,2.435900085E-2,5.128600076E-2,1.622820050E-1
1.556484349E1,7.945399731E-2,-6.239800155E-2,3.913699985E-1
1.558488726E1,9.705799818E-2,-1.958860010E-1,5.723400116E-1
1.560493096E1,3.587000072E-2,-1.197839975E-1,2.775290012E-1
1.562497497E1,-4.219700024E-2,-2.043299936E-2,-1.527799964E-1
1.564501867E1,-1.326780021E-1,7.570400089E-2,-3.913629949E-1
1.566506257E1,-3.884000005E-3,2.463199943E-2,-2.490690053E-1
1.568510633E1,-5.602300167E-2,8.663900197E-2,-2.103230059E-1
1.570515001E1,1.110000012E-4,5.772899836E-2,-1.145860031E-1
1.572519392E1,6.895799935E-2,-5.073999986E-3,1.915300041E-1
1.574523772E1,3.362299874E-2,-3.424900025E-2,3.993799984E-1
1.576528167E1,4.169199988E-2,-3.608499840E-2,2.818590105E-1
1.578532543E1,-1.173499972E-2,-8.847000077E-3,1.350700017E-2
1.580536911E1,2.322800085E-2,2.871399932E-2,-1.256900001E-2
1.582541312E1,-4.792900011E-2,9.848199785E-2,-1.223540008E-1
1.584545683E1,1.256900001E-2,1.481099986E-2,-1.363520026E-1
1.586550074E1,-3.038400039E-2,-5.646700040E-2,4.525199905E-2
1.588554450E1,-1.622699946E-2,-8.405400068E-2,1.191060022E-1
1.590558820E1,-6.453999784E-3,-2.789999917E-2,5.903400108E-2
1.592563220E1,-1.291999943E-3,-2.017799951E-2,6.615000218E-2
1.594567589E1,-1.770499907E-2,3.717200086E-2,3.840999911E-3
1.596571979E1,6.277400255E-2,3.102399968E-2,-3.665599972E-2
1.598576358E1,-1.039899979E-2,8.539000154E-2,-1.733200066E-2
1.600580751E1,2.269399911E-2,2.497299947E-2,1.119199954E-2
1.602585129E1,3.907199949E-2,6.510999985E-3,1.115190014E-1
1.604589498E1,2.098100074E-2,-2.668399923E-2,1.114109978E-1
1.606593888E1,-3.740099818E-2,-2.142100036E-2,1.614599973E-1
1.608598264E1,1.693999977E-3,3.350999905E-3,1.852760017E-1
1.610602656E1,2.847299911E-2,1.023100037E-2,-1.042239964E-1
1.612607031E1,-1.249700040E-2,9.167499840E-2,-2.931199968E-1
1.614611422E1,-3.924000077E-3,1.966900006E-2,-1.325930059E-1
1.616615791E1,3.371300176E-2,-6.214600056E-2,1.514769942E-1
1.618620169E1,1.018240005E-1,-1.042610034E-1,3.592279851E-1
1.620624570E1,-4.167300090E-2,9.325899929E-2,2.078420073E-1
1.622628940E1,1.975500025E-2,-4.519400001E-2,2.179799974E-1
1.624633308E1,-4.390599951E-2,1.793889999E-1,9.919500351E-2
1.626637708E1,-3.714099899E-2,1.437429935E-1,-2.178999931E-1
1.628642103E1,7.918100059E-2,2.571099997E-2,-2.008830011E-1
1.630646472E1,1.149220020E-1,-1.395069957E-1,1.256110072E-1
1.632650850E1,1.521359980E-1,-2.347110063E-1,4.543000087E-2
1.634655242E1,1.614259928E-1,-2.313770056E-1,-8.474399894E-2
1.636659622E1,7.065209746E-1,-7.582949996E-1,7.513999939E-3
1.638664014E1,-3.898299858E-2,-4.131210148E-1,-6.066700071E-2
1.640668393E1,-6.913200021E-2,-1.986200064E-1,-1.012459993E-1
1.642672764E1,-1.678819954E-1,4.399000201E-3,3.015739918E-1
1.644677159E1,-4.778720140E-1,3.937000036E-1,2.053930014E-1
1.646681560E1,-7.317749858E-1,6.843789816E-1,-7.149600238E-2
1.648685937E1,-5.788630247E-1,6.561939716E-1,-1.768690050E-1
1.650690306E1,-5.948359966E-1,6.292459965E-1,-1.773360074E-1
1.652694700E1,-2.975299954E-1,4.732939899E-1,-7.901000232E-2
1.654699068E1,5.592999980E-3,5.195900053E-2,1.715569943E-1
1.656703471E1,2.065750062E-1,-1.496129930E-1,4.032140076E-1
1.658707851E1,2.622309923E-1,-2.758510113E-1,2.489109933E-1
1.660712219E1,4.200299978E-1,-3.095700145E-1,1.109390035E-1
1.662716619E1,4.246009886E-1,-2.875379920E-1,7.369799912E-2
1.664720987E1,3.128669858E-1,-1.928180009E-1,1.583050042E-1
1.666725373E1,1.717080027E-1,-8.991900086E-2,-4.180000164E-3
1.668729749E1,1.203180030E-1,-1.059100032E-2,-1.053920016E-1
1.670734142E1,1.723299921E-2,5.121900141E-2,-2.134090066E-1
1.672738520E1,2.210400067E-2,1.185300015E-2,-2.675900050E-2
1.674742913E1,4.455999937E-3,2.766000107E-3,4.202900082E-2
1.676747289E1,1.190619990E-1,-9.900599718E-2,1.532499958E-2
1.678751681E1,-9.042000398E-3,-1.415000018E-2,1.482199971E-2
1.680756051E1,1.960200071E-2,-6.669899821E-2,1.244670004E-1
1.682760451E1,6.659100205E-2,-9.470800310E-2,1.308089942E-1
1.684764825E1,6.976999808E-3,-7.880999893E-2,2.118179947E-1
1.686769219E1,-1.743200049E-2,-3.223700076E-2,2.335550040E-1
1.688773588E1,-8.385699987E-2,2.292600088E-2,1.128800027E-2
1.690777987E1,-2.094800025E-2,4.838500172E-2,-7.440699637E-2
1.692782357E1,-1.065580025E-1,8.852499723E-2,-4.252799973E-2
1.694786732E1,-1.358599961E-1,9.937699884E-2,6.620399654E-2
1.696791123E1,-2.262499928E-2,5.684600025E-2,4.908000119E-3
1.698795505E1,-1.615099981E-2,9.765300155E-2,-1.807090044E-1
1.700799898E1,-6.330099702E-2,1.030829996E-1,-1.536760032E-1
1.702804275E1,-2.758199908E-2,-1.437699981E-2,-3.221000079E-3
1.704808666E1,1.331190020E-1,-1.484899968E-1,1.295479983E-1
1.706813042E1,1.091839969E-1,-1.570069939E-1,2.264540046E-1
1.708817436E1,-8.027999662E-3,-1.924400032E-2,2.239090055E-1
1.710821806E1,-5.997300148E-2,2.938999981E-2,3.740999848E-2
1.712826206E1,-7.392399758E-2,6.004700065E-2,2.202000003E-3
1.714830577E1,-1.136419997E-1,9.763500094E-2,7.277099788E-2
1.716834955E1,-1.283009946E-1,8.163399994E-2,-1.063079983E-1
1.718839355E1,9.216299653E-2,-7.795500010E-2,-3.927699849E-2
1.720843746E1,4.552600160E-2,-6.539600343E-2,7.036600262E-2
1.722848123E1,-6.497800350E-2,8.430000395E-3,4.614000022E-2
1.724852492E1,5.391699821E-2,-4.031699896E-2,-7.595799863E-2
1.726856893E1,1.396800019E-2,-2.981299907E-2,-4.504200071E-2
1.728861264E1,2.310300060E-2,-2.248200029E-2,6.233400106E-2
1.730865658E1,-1.957299933E-2,2.342299931E-2,5.523300171E-2
1.732870035E1,-5.376800150E-2,4.453900084E-2,1.202320009E-1
1.734874428E1,5.379999988E-3,-1.087000035E-2,1.779720038E-1
1.736878806E1,-9.708400071E-2,7.041700184E-2,1.044510007E-1
1.738883198E1,-9.352199733E-2,1.020419970E-1,1.315560043E-1
1.740887575E1,1.317299996E-2,1.022300031E-2,6.262599677E-2
1.742891966E1,2.711999929E-3,4.551799968E-2,-1.837809980E-1
1.744896344E1,2.963499911E-2,6.086799875E-2,-1.693560034E-1
1.746900736E1,8.887899667E-2,-4.948899895E-2,4.330899939E-2
1.748905113E1,5.099700019E-2,-6.859900057E-2,5.195200071E-2
1.750909504E1,2.835400030E-2,-5.549899861E-2,9.175600111E-2
1.752913881E1,6.331100315E-2,-9.368800372E-2,2.110020071E-1
1.754918273E1,-1.679600030E-2,-3.303299844E-2,1.679179966E-1
1.756922652E1,-1.403959990E-1,7.826299965E-2,5.095100030E-2
1.758927042E1,3.634399921E-2,2.812699974E-2,-7.073099911E-2
1.760931420E1,1.528100017E-2,1.489400025E-2,-2.186599933E-2
1.762935813E1,-4.540460110E-1,4.420160055E-1,-2.054579973E0
1.764940190E1,2.192730010E-1,-3.442740142E-1,1.825531006E0
