"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.737945208E0,-1.012494507E0,1.096320190E0,6.805298309E0,6.967004246E0
2.748003208E0,-9.451345825E-1,1.601819000E0,5.558391266E0,5.861298231E0
2.758060208E0,-9.186396790E-1,1.731150055E0,5.092709656E0,5.456782111E0
2.768118208E0,-6.436614990E-1,1.488055573E0,5.082081757E0,5.334431975E0
2.778175208E0,-2.294728088E-1,9.842033386E-1,5.691464539E0,5.780491551E0
2.788233208E0,1.360670471E-1,6.593788147E-1,6.922654266E0,6.955317157E0
2.798290208E0,4.629872131E-1,3.459306335E-1,7.835306396E0,7.856592868E0
2.808348208E0,3.020718384E-1,-6.721023560E-2,8.416098633E0,8.421786082E0
2.818405208E0,8.741821289E-2,-2.865042114E-1,8.906628571E0,8.911664216E0
2.828463208E0,1.025367737E-1,-3.116519165E-1,9.051527252E0,9.057471297E0
2.838520208E0,2.456391907E-1,-9.729766846E-3,8.975485382E0,8.978851325E0
2.848578208E0,1.366658020E-1,3.215313721E-1,8.576265564E0,8.583378763E0
2.858635208E0,-9.699829102E-2,7.578739929E-1,7.924071808E0,7.960822550E0
2.868692208E0,-2.079176331E-1,1.020428009E0,7.178921356E0,7.254061959E0
2.878750208E0,-2.829116821E-1,9.360035706E-1,6.522985382E0,6.595868404E0
2.888807208E0,-3.008743286E-1,7.518864441E-1,6.015989685E0,6.070254564E0
2.898865208E0,3.124003601E-1,1.779798889E-1,4.726870422E0,4.740524741E0
2.908922208E0,1.235231323E0,-7.560777283E-1,3.964655457E0,4.220893607E0
2.918980208E0,4.293072510E-1,-3.876937866E-1,5.364394684E0,5.395492703E0
2.929037208E0,4.340972900E-2,6.810836792E-2,7.554041290E0,7.554473044E0
2.939095208E0,5.776487732E-1,-6.471043396E-1,7.355853424E0,7.406821297E0
2.949152208E0,4.583468628E-1,-5.435197449E-1,6.935377808E0,6.971725819E0
2.959210208E0,3.394940186E-1,4.951702881E-1,6.759044495E0,6.785656363E0
2.969267208E0,5.236111450E-1,1.366807709E0,6.687642975E0,6.845940440E0
2.979325208E0,5.966592407E-1,1.616937561E0,6.700516205E0,6.918627518E0
2.989382208E0,7.469467163E-1,1.083896027E0,6.625073090E0,6.754580182E0
2.999439208E0,9.645941162E-1,5.182223511E-1,6.761888580E0,6.849973240E0
3.009497208E0,1.043330383E0,2.058219910E-1,6.697372742E0,6.781275885E0
3.019554208E0,1.118773499E0,-1.877096558E-1,6.424340515E0,6.523729003E0
3.029612208E0,1.566492462E0,-7.788304138E-1,6.383924561E0,6.619287593E0
3.039669208E0,1.858385468E0,-8.452922058E-1,6.774761810E0,7.075698767E0
3.049727208E0,1.649120636E0,-5.393284607E-1,7.595355377E0,7.791013886E0
3.059784208E0,1.709295502E0,-8.777746582E-1,8.554261322E0,8.767415025E0
3.069842208E0,1.683998108E0,-1.259780273E0,9.320368195E0,9.554693048E0
3.079899208E0,1.320404205E0,-1.322799225E0,9.169781342E0,9.358320090E0
3.089957208E0,1.087787933E0,-1.136287079E0,8.436605988E0,8.582001602E0
3.100014208E0,5.071453857E-1,-1.245410156E-1,7.533833313E0,7.551910440E0
3.110072208E0,4.294569397E-1,4.890330505E-1,6.696025543E0,6.727580892E0
3.120129208E0,1.205143890E0,1.507365417E-1,5.459596710E0,5.593057262E0
3.130186208E0,1.949396210E0,-1.990859985E-1,4.927303619E0,5.302650448E0
3.140244208E0,2.462678833E0,-2.583627319E-1,5.160069580E0,5.723447947E0
3.150301208E0,2.719844055E0,-2.637515259E-1,6.135141907E0,6.716180668E0
3.160359208E0,2.809507599E0,-4.308041382E-1,7.306306458E0,7.839709128E0
3.170416208E0,2.587070160E0,-5.828878784E-1,8.156239014E0,8.576533399E0
3.180474208E0,1.905238037E0,-9.229806519E-1,8.522976379E0,8.781967412E0
3.190531208E0,1.279988251E0,-1.158740387E0,8.541537781E0,8.714293825E0
3.200589208E0,1.380429382E0,-1.208736420E0,8.010442200E0,8.217895914E0
3.210646208E0,1.316362610E0,-1.187031555E0,7.308701477E0,7.520569906E0
3.220704208E0,1.162332916E0,-1.432521057E0,7.109465790E0,7.344905595E0
3.230761208E0,9.045689392E-1,-1.908231812E0,7.384593658E0,7.680613069E0
3.240819208E0,8.132588196E-1,-2.397115173E0,7.579488373E0,7.991007136E0
3.250876208E0,7.744894409E-1,-2.641856232E0,8.106093292E0,8.560840304E0
3.260933208E0,3.845503235E-1,-2.136656799E0,8.378676453E0,8.655368295E0
